epoch,loss,accuracy,val_loss,val_accuracy,lr
1,2.9648253367497373,0.10677710843373495,3.3557143211364746,0.04652644996813257,0.0009984740801978985
2,2.642491881663983,0.17996987951807228,3.062315974916731,0.14467813894200127,0.0009939057285945933
3,2.284366543476398,0.2783885542168675,2.755185910633632,0.2198852772466539,0.00098632311059685
4,1.9437308586560762,0.39292168674698796,2.4165425300598145,0.34608030592734224,0.0009757729755661011
5,1.3439670411440043,0.5359186746987952,2.3852531569344655,0.38750796685787126,0.000962320368593087
6,1.1542093352629588,0.6322289156626506,1.895578248160226,0.5704270235818993,0.0009460482294732421
7,0.826913829606313,0.7301204819277108,1.5870097194399153,0.7297641810070108,0.0009270568813552756
8,0.5820825604292063,0.8071536144578313,1.6416913611548287,0.7176545570427023,0.000905463412215599
9,0.3735185365837354,0.8803463855421687,1.5728307281221663,0.7998725302740599,0.0008814009529720154
10,0.4939777980057093,0.863855421686747,1.5084726810455322,0.8164435946462715,0.000855017856687341
11,0.3970142760528968,0.8909638554216868,1.427413787160601,0.8317399617590823,0.0008264767839234411
12,0.4807966514848746,0.8767319277108434,1.5004014798573084,0.8279158699808795,0.0007959536998847742
13,0.531965396940135,0.8599397590361446,1.543789574078151,0.8304652644996813,0.0007636367895343947
14,0.2242619187499468,0.9435993975903615,1.5429317610604423,0.8419375398342893,0.0007297252973710757
15,0.2779387355997012,0.9319277108433734,1.5965177842548914,0.8502230720203952,0.0006944282990207195
16,0.2787827974042067,0.9374246987951808,1.566878182547433,0.847036328871893,0.000657963412215599
17,0.29815624539668745,0.9295180722891566,1.4868834189006261,0.8572339069471001,0.0006205554551086733
18,0.29983765377591437,0.9390060240963856,1.5691018445151192,0.8578712555768006,0.0005824350601949143
19,0.18568277230056432,0.9591114457831326,1.6373813663210188,0.8636073932441045,0.0005438372523852833
20,0.15780654017670223,0.9671686746987952,1.6715150390352522,0.8846398980242193,0.000505
21,0.303636659671051,0.935316265060241,1.5645160675048828,0.8680688336520076,0.0004661627476147168
22,0.2121909247765031,0.9640813253012048,1.5395084278924125,0.8820905035054175,0.0004275649398050859
23,0.16436814025151902,0.9703313253012048,1.5698484693254744,0.882727852135118,0.0003894445448913269
24,0.18535738559260678,0.9681475903614458,1.530896748815264,0.8859145952836202,0.0003520365877844011
25,0.24924031696103227,0.9449548192771084,1.4932571138654436,0.8897386870618228,0.0003155717009792806
26,0.09320066467178269,0.9865963855421687,1.5346577337809972,0.8878266411727215,0.0002802747026289244
27,0.22088429620579028,0.9471385542168674,1.485255479812622,0.8897386870618228,0.0002463632104656054
28,0.2663430261354034,0.9506024096385542,1.461489166532244,0.9005736137667304,0.00021404630011522585
29,0.1721162231450972,0.9651355421686747,1.474382996559143,0.892925430210325,0.00018352321607655915
30,0.1457751106757384,0.9770331325301205,1.518750820841108,0.904397705544933,0.000154982143312659
31,0.27236608238756443,0.9419427710843373,1.4196431977408273,0.9012109623964308,0.0001285990470279847
32,0.16482019269516548,0.9685993975903614,1.4999984332493372,0.8992989165073295,0.00010453658778440107
33,0.24863630423071578,0.9432981927710843,1.4424781118120467,0.9037603569152326,8.294311864472437e-05
34,0.23619428172913523,0.9528614457831325,1.42566636630467,0.9005736137667304,6.395177052675794e-05
35,0.2853593329066196,0.9308734939759036,1.4372882161821638,0.8980242192479286,4.7679631406913064e-05
36,0.1782185763160949,0.9668674698795181,1.460631149155753,0.89993626513703,3.4227024433899005e-05
37,0.3072782693086013,0.9297439759036145,1.4330766711916243,0.904397705544933,2.3676889403150105e-05
38,0.28082553143926464,0.9356927710843373,1.4344733272280012,0.8992989165073295,1.609427140540686e-05
39,0.1221731849005804,0.9796686746987951,1.4314045054571969,0.9037603569152326,1.1525919802101659e-05
40,0.22313055936963513,0.941566265060241,1.4277842896325248,0.9024856596558317,0.001
41,0.3553015273153925,0.922289156626506,1.4387507949556624,0.8527724665391969,0.000999618372939158
42,0.29367574171807903,0.9217620481927711,1.5013224227087838,0.864244741873805,0.0009984740801978985
43,0.2952492326641312,0.9228915662650602,1.6214510713304793,0.8413001912045889,0.0009965688861926887
44,0.3293200725904451,0.9246234939759036,1.5449251277106149,0.858508604206501,0.0009939057285945933
45,0.28020036646809715,0.9337349397590361,1.4626772574016027,0.8616953473550032,0.0009904887137995992
46,0.4239713030580718,0.8945783132530121,1.6482727527618408,0.8789037603569152,0.00098632311059685
47,0.2862018489171393,0.9301204819277108,1.8918470314570837,0.7731038878266412,0.0009814153420445552
48,0.25958794344646424,0.9454819277108434,1.5443915469305856,0.8814531548757171,0.0009757729755661011
49,0.20488886083834446,0.9539909638554217,1.5049468278884888,0.8674314850223072,0.0009694047112816297
50,0.1592756806550404,0.9661144578313253,1.6105370351246424,0.8814531548757171,0.000962320368593087
51,0.2579421747135572,0.9424698795180723,1.3978315591812134,0.8801784576163161,0.0009545308710434153
52,0.23933849609994257,0.9512801204819277,1.4511736631393433,0.8852772466539197,0.0009460482294732421
53,0.32209209581980336,0.9350903614457832,1.5825481755392892,0.8846398980242193,0.0009368855235010347
54,0.19601206318475306,0.961671686746988,1.433293070111956,0.8986615678776291,0.0009270568813552756
55,0.18270126851991966,0.9643072289156627,1.6052299567631312,0.8578712555768006,0.0009165774580897599
56,0.24773372754526252,0.9345632530120482,1.515304786818368,0.8808158062460165,0.000905463412215599
57,0.23964118771702766,0.952183734939759,1.4703571966716222,0.8884639898024219,0.0008937318807859687
58,0.2811219750616986,0.9373493975903614,1.3594203335898263,0.8967495219885278,0.0008814009529720154
59,0.2655450084175055,0.9427710843373494,1.4196649278913225,0.904397705544933,0.0008684896421706644
